web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
"1609406359-2407","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Wichertstraße 43, Prenzlauer Berg, Berlin","301.000 €","54,47 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/123942253"
"1609406542-2865","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57","null","Althoffstraße 3, Steglitz, Berlin","649.000 €","133 m²","4,5 Zi.4,5","Balkon/Terrasse","Keller","/expose/115441800"
"1609406229-2061","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Waldowstr. 26b, Niederschönhausen, Berlin","358.200 €","67,81 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/125483826"
"1609406900-3852","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","NEUALTBAUFLAIR MIT MODERNEM GRUNDRISS - STILVOLL & LIEBEVOLL AUSGESTATTET - HOCHWERTIGE EINBAUKÜCHE","Prenzlauer Berg, Berlin","926.950 €","112 m²","4 Zi.4","Online-Besichtigung","Einbauküche","/expose/124969591"
"1609406307-2263","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87","null","Klixstraße 3, Schöneberg, Berlin","595.000 €","121 m²","5 Zi.5","Provisionsfrei*","Balkon/Terrasse","/expose/116889464"
"1609406945-3971","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","NEUENTZÜCKENDE UND RUHIGE 1 ZIMMER WOHNUNG IM GRÄFEKIEZ | PROVISIONSFREI!","Urbanstraße 36b, Kreuzberg, Berlin","199.000 €","30,05 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/125357150"
"1609406515-2794","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Schönhauser Straße 18 A, Steglitz, Berlin","389.000 €","85,95 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/110061934"
"1609406307-2271","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87","null","Corinthstraße 28, Friedrichshain, Berlin","189.000 €","41,06 m²","2 Zi.2","Aufzug","null","/expose/116796253"
"1609406791-3595","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Straßmannstr. 8, Friedrichshain, Berlin","198.000 €","38,44 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124119608"
"1609406673-3256","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Manteuffelstraße 51, Kreuzberg, Berlin","325.000 €","75,36 m²","3 Zi.3","Keller","null","/expose/120479418"
"1609406555-2912","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Landsberger Allee 53/Virchowstraße 1, Friedrichshain, Berlin","1.034.345,31 €","163,72 m²","5 Zi.5","Online-Besichtigung","null","/expose/116676923"
"1609406738-3454","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28","null","Charlottenburg, Berlin","2.100.000 €","278,1 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/118490744"
"1609406712-3362","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Grunewald, Berlin","925.000 €","96 m²","2 Zi.2","Online-Besichtigung","Einbauküche","/expose/116852959"
"1609406252-2121","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94","NEUNeubau Parkstraße","Französisch Buchholz, Berlin","343.500 - 830.500 €","55,00 - 142,00 m²","2022","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/bsk-immobilien-gmbh/neubau-parkstrasse/96804.html"
"1609406384-2500","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=76","null","Tempelherrenstraße 8a, Kreuzberg, Berlin","195.000 €","43 m²","1 Zi.1","null","null","/expose/124311381"
"1609406686-3299","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=36","null","Immanuelkirchstraße 33, Prenzlauer Berg, Berlin","319.000 €","44,15 m²","1 Zi.1","Provisionsfrei*","Balkon/Terrasse","/expose/124880564"
"1609406522-2813","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60","null","Rheingaustraße 19, Friedenau, Berlin","459.000 €","84,7 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/112233807"
"1609406625-3112","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45","null","Brandenburgische Str. 2A, Steglitz, Berlin","909.750 €","157,35 m²","4 Zi.4","Balkon/Terrasse","Keller","/expose/124516333"
"1609406914-3881","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6","Ruhig, verkehrsgünstig und großzügig geschnitten – Investieren Sie in die vermietete Wohnimmobilie!","Erasmusstraße 2, Moabit, Berlin","149.200 €","31,9 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/124671078"
"1609406535-2846","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Fregestraße 9, Friedenau, Berlin","269.000 €","54,5 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/114689755"
"1609406199-2008","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Swinemünder Str. 5, Mitte (Ortsteil), Berlin","580.000 €","69,69 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124998275"
"1609406625-3106","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45","null","Pettenkoferstraße 2b, Friedrichshain, Berlin","166.000 €","38 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/124531842"
"1609406535-2858","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Kniephofstraße 52, Steglitz, Berlin","469.000 €","87,69 m²","3,5 Zi.3,5","Balkon/Terrasse","Keller","/expose/114304559"
"1609406359-2420","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Baerwaldstr. 63, Kreuzberg, Berlin","367.500 €","104 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/123938525"
"1609406744-3465","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27","Johannither Straße","Johanniterstraße 5, Kreuzberg, Berlin","459 - 850 €","55,00 - 105,00 m²","Ende 2022","null","null","https://www.immobilienscout24.de/neubau/accentro-gmbh/johannither-strasse/94373.html"
"1609406274-2188","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91","null","Stendaler Straße 10, Moabit, Berlin","304.900 €","64,88 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/113556114"
"1609406535-2855","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Kavalierstraße 19 B, Pankow (Ortsteil), Berlin","659.000 €","148,47 m²","5 Zi.5","Balkon/Terrasse","Keller","/expose/114398286"
"1609406712-3361","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Wilmersdorf, Berlin","609.000 €","94,02 m²","3 Zi.3","Online-Besichtigung","null","/expose/117078499"
"1609406859-3736","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Nikolassee, Berlin","1.890.000 €","230 m²","6 Zi.6","Online-Besichtigung","Provisionsfrei*","/expose/124556215"
"1609406425-2566","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72","null","Mitte (Ortsteil), Berlin","150.000 €","23,8 m²","1 Zi.1","Einbauküche","Aufzug","/expose/125196269"
"1609406589-3001","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50","null","Trützschlerstraße 26, Johannisthal, Berlin","247.700 €","55,35 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/122600151"
"1609406434-2585","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Charlottenburg, Berlin","689.000 €","106 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/125216213"
"1609406219-2053","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98","null","Schmargendorf, Berlin","369.000 €","66 m²","2,5 Zi.2,5","Keller","null","/expose/125338565"
"1609406763-3533","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Pankow (Ortsteil), Berlin","385.000 €","85,89 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/122523354"
"1609406371-2458","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78","null","Gotenstraße 80, Schöneberg, Berlin","134.000 €","29 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/123948037"
"1609406938-3941","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3","NEUWildrose","Kleiner Parkweg 7, Biesdorf, Berlin","268.000 - 645.000 €","56,00 - 112,00 m²","Q3/2021","null","null","https://www.immobilienscout24.de/neubau/best-place-living-gmbh/wildrose/95674.html"
"1609406750-3494","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26","null","Schmargendorf, Berlin","420.000 €","74 m²","3 Zi.3","Einbauküche","Stufenlos","/expose/123820562"
"1609406873-3772","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12","Sophienpark","Gesundbrunnen, Berlin","219.000 - 959.000 €","37,00 - 154,00 m²","Q4/2022","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/best-place-immobilien-gmbh-co-kg/freienwalder-str/95599.html"
"1609406359-2412","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Wichertstraße 43, Prenzlauer Berg, Berlin","447.000 €","92,55 m²","3 Zi.3","Provisionsfrei*","null","/expose/123941224"
"1609406810-3611","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20","null","Kaiser-Friedrich-Straße 8, Charlottenburg, Berlin","390.000 €","71,38 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/124709891"
"1609406365-2430","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79","null","Bundesallee 156, Wilmersdorf, Berlin","417.592 €","103,31 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/123947266"
"1609406945-3979","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Altbau. Frei. Balkon. Glücksfall!","Steglitz, Berlin","400.000 €","80,8 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124363567"
"1609406490-2717","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65","null","Prenzlauer Berg, Berlin","348.000 €","66,53 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/125510644"
"1609406199-2011","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Gesundbrunnen, Berlin","179.300 €","56 m²","2 Zi.2","Keller","null","/expose/124916265"
"1609406699-3324","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Borussiastraße 76, Tempelhof, Berlin","314.000 €","122 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/124492710"
"1609406229-2070","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Kreuzberg, Berlin","330.000 €","52,06 m²","1 Zi.1","Einbauküche","Keller","/expose/125475967"
"1609406496-2737","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64","null","Schöneweider Straße 17, Neukölln (Ortsteil), Berlin","400.409 €","83,05 m²","3 Zi.3","Online-Besichtigung","Provisionsfrei*","/expose/125083805"
"1609406496-2723","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64","null","Zehlendorf, Berlin","620.000 €","122 m²","4,5 Zi.4,5","Balkon/Terrasse","Einbauküche","/expose/124125827"
"1609406680-3265","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=37","null","Urbanstraße 94, Kreuzberg, Berlin","713.000 €","94,61 m²","3 Zi.3","Balkon/Terrasse","Aufzug","/expose/111094199"
"1609406252-2134","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94","null","Oudenarderstraße 1b, Wedding, Berlin","220.000 €","63 m²","2 Zi.2","Keller","null","/expose/125168921"
"1609406359-2402","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Zähringerstraße 28 a, Wilmersdorf, Berlin","286.500 €","65,1 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123943061"
"1609406384-2494","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=76","null","Adlershof, Berlin","189.000 €","61,85 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/124489067"
"1609406625-3117","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45","null","Schöneberg, Berlin","1.125.000 €","104 m²","4 Zi.4","Balkon/Terrasse","Keller","/expose/124364266"
"1609406462-2640","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69","null","Charlottenburg, Berlin","865.209 €","174,95 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/125346052"
"1609406866-3758","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=13","null","Charlottenburg, Berlin","348.000 €","99 m²","3 Zi.3","null","null","/expose/125254582"
"1609406402-2535","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Fregestraße 36, Steglitz, Berlin","354.300 €","65,81 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/125029870"
"1609406456-2613","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Kladow, Berlin","595.000 €","77,91 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/125337602"
"1609406596-3031","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Schmargendorf, Berlin","566.000 €","80 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/123089132"
"1609406199-2006","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Friedenau, Berlin","385.000 €","69,43 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125005458"
"1609406873-3762","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12","Ich hab noch einen Koffer in Berlin... sonnige zentrale Einzimmerwohnung","Dreysestraße 10, Moabit, Berlin","179.000 €","32,26 m²","1 Zi.1","Provisionsfrei*","Balkon/Terrasse","/expose/124095840"
"1609406542-2874","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57","null","Alt-Moabit 73, Moabit, Berlin","718.000 €","360 m²","9 Zi.9","null","null","/expose/114983359"
"1609406236-2099","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96","null","Wilmersdorf, Berlin","174.000 €","33 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/125484804"
"1609406425-2570","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72","null","Köpenick, Berlin","124.500 €","56,4 m²","2 Zi.2","Balkon/Terrasse","Aufzug","/expose/125167046"
"1609406931-3935","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","NEUAm Generalshof","Am Generalshof 13, Köpenick, Berlin","342.000 - 1.056.000 €","54,00 - 145,00 m²","nach Vereinbarung","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/everestate/am-generalhof/96213.html"
"1609406316-2296","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86","null","Güntzelstraße 26, Wilmersdorf, Berlin","499.000 €","89,2 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/118310212"
"1609406490-2711","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65","null","Neue Kantstr. 8, Charlottenburg, Berlin","340.000 €","57 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/123530775"
"1609406462-2633","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69","null","Charlottenburg, Berlin","785.241 €","158,78 m²","6 Zi.6","Online-Besichtigung","Balkon/Terrasse","/expose/125346431"
"1609406837-3669","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17","null","Gubener Straße 37, Friedrichshain, Berlin","673.205 €","98,44 m²","4 Zi.4","Online-Besichtigung","null","/expose/116645678"
"1609406851-3719","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15","null","Dahlem, Berlin","540.000 €","106 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/125365424"
"1609406958-3997","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=1","Willkommen im Mariannen Quartier","Mariannenstraße 37, Kreuzberg, Berlin","287.175 - 1.449.000 €","38,29 - 137,64 m²","3. Quartal 2022","null","null","https://www.immobilienscout24.de/neubau/tetragon-projekt-management-gmbh/mariannenstr-37/91759.html"
"1609406470-2654","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68","null","Moabit, Berlin","247.532 €","51,59 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/125358891"
"1609406938-3955","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3","Nikolas Ensemble","Potsdamer Chaussee 72, Nikolassee, Berlin","353.000 - 781.000 €","48,00 - 110,00 m²","1. Quartal 2021","null","null","https://www.immobilienscout24.de/neubau/project-immobilien/nikolas-ensemble/74622.html"
"1609406791-3596","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Kreuzberg, Berlin","960.000 €","175 m²","7 Zi.7","Online-Besichtigung","Balkon/Terrasse","/expose/124094836"
"1609406555-2904","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Corinthstraße 28, Friedrichshain, Berlin","349.000 €","76,98 m²","3 Zi.3","Keller","null","/expose/116922279"
"1609406673-3242","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Friedrichshain, Berlin","382.500 €","62,68 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/122714567"
"1609406555-2905","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Dahlem, Berlin","1.290.000 €","137 m²","4 Zi.4","Balkon/Terrasse","Garten","/expose/116903532"
"1609406617-3099","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46","null","Delbrückstraße 10, Grunewald, Berlin","2.846.496 €","286,08 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/124004404"
"1609406777-3577","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Wundtstraße 24, Charlottenburg, Berlin","499.000 €","113,65 m²","3 Zi.3","Online-Besichtigung","Keller","/expose/115409182"
"1609406503-2751","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63","null","Neu-Hohenschönhausen, Berlin","329.000 €","103,5 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/123973819"
"1609406725-3406","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","null","Charlottenburg, Berlin","712.500 €","75 m²","2 Zi.2","Provisionsfrei*","Einbauküche","/expose/124589920"
"1609406576-2976","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Hubertusallee 6-8, Grunewald, Berlin","165.000 €","40,8 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/120450654"
"1609406359-2416","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Wichertstraße 43, Prenzlauer Berg, Berlin","346.000 €","59,34 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/123940718"
"1609406673-3252","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Zehlendorf, Berlin","365.000 €","74,96 m²","3,5 Zi.3,5","Online-Besichtigung","Balkon/Terrasse","/expose/124072493"
"1609406371-2459","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78","null","Gotenstraße 80, Schöneberg, Berlin","139.900 €","29 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/123948032"
"1609406509-2778","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Friedrichshain, Berlin","280.674,70 €","54,32 m²","2 Zi.2","null","null","/expose/124093317"
"1609406287-2224","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89","null","Schnackenburgstraße 7, Friedenau, Berlin","229.000 €","46,66 m²","1 Zi.1","null","null","/expose/116792266"
"1609406725-3412","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","null","Schnackenburgstr. 7g, Friedenau, Berlin","349.000 €","71,74 m²","3 Zi.3","Online-Besichtigung","Garten","/expose/124970108"
"1609406434-2584","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Bundesallee 21, Wilmersdorf, Berlin","234.000 €","38,7 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/125226382"
"1609406260-2160","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93","Havelblick Konradshöhe","Stößerstraße 18, Konradshöhe, Berlin","656.246 - 1.807.650 €","83,13 - 185,40 m²","November 2021","null","null","https://www.immobilienscout24.de/neubau/bmh-beratungsgesellschaft-mbh-co-kg/stoesserstrasse-18/95496.html"
"1609406769-3559","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Karlshorst, Berlin","749.228 €","169 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/125359301"
"1609406725-3416","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","null","Pettenkofer Str. 7, Friedrichshain, Berlin","185.000 €","35 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/124189602"
"1609406456-2611","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Wedding, Berlin","139.000 €","35,83 m²","1 Zi.1","Online-Besichtigung","Einbauküche","/expose/125342847"
"1609406661-3213","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","null","Wannsee, Berlin","455.000 €","83 m²","3 Zi.3","Gäste-WC","null","/expose/123687909"
"1609406434-2581","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Schöneberg, Berlin","185.000 €","45 m²","1 Zi.1","Einbauküche","Garten","/expose/125294442"
"1609406763-3540","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","Parkstadt Karlshorst","Blockdammweg 31/33, Karlshorst, Berlin","339.900 - 379.900 €","61,00 - 73,00 m²","Mitte 2022","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/bonava-deutschland-gmbh/parkstadt-karlshorst/75109.html"
"1609406617-3082","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46","null","Waidmannslust, Berlin","120.000 €","54 m²","2 Zi.2","Einbauküche","Keller","/expose/124336396"
"1609406402-2526","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Reinickendorf (Ortsteil), Berlin","170.000 €","55 m²","1 Zi.1","Einbauküche","null","/expose/125038860"
"1609406244-2116","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95","null","Steglitz, Berlin","449.900 €","97,62 m²","3,5 Zi.3,5","Einbauküche","Keller","/expose/125491491"
"1609406617-3086","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46","null","Zobeltitzstr. 80, Reinickendorf (Ortsteil), Berlin","298.000 €","84 m²","3 Zi.3","Provisionsfrei*","Einbauküche","/expose/124288433"
"1609406294-2246","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88","null","Schönhauser Str. 18A, Steglitz, Berlin","449.000 €","94 m²","3 Zi.3","Balkon/Terrasse","null","/expose/116795301"
"1609406365-2423","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79","null","Kaiserin-Augusta-Allee 49, Charlottenburg, Berlin","236.000 €","50 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/123947929"
"1609406515-2785","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Schönhauser Straße 18 A, Steglitz, Berlin","379.000 €","79,44 m²","3 Zi.3","null","null","/expose/111723181"
"1609406576-2980","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Wilmersdorf, Berlin","348.500 €","67 m²","2 Zi.2","Keller","Aufzug","/expose/120307800"
"1609406744-3476","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27","null","Irenenstraße 15, Rummelsburg, Berlin","439.000 €","84,9 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/122225979"
"1609406958-3994","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=1","NEUExklusives Wohnen in Grunewald - Penthouse mit schönen Ausblicken","Grunewald, Berlin","1.190.000 €","125 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124985454"
"1609406931-3940","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","NEUUPSIDE","Mariane-von-Rantzau-Straße 2, Friedrichshain, Berlin","598.000 - 1.398.000 €","63,00 - 136,00 m²","nach Vereinbarung","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/everestate/upside/96204.html"
"1609406528-2826","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Rheingaustraße 19, Friedenau, Berlin","379.000 €","81,32 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/114086210"
"1609406244-2117","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95","null","Friedrichshain, Berlin","269.000 €","53 m²","2 Zi.2","Einbauküche","Keller","/expose/125491415"
