web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
"1609406907-3875","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7","Gepflegter Altbau mit Dielen, Stuck & Balkon nahe Volkspark Friedrichshain","Ebertystraße 54, Friedrichshain, Berlin","550.400 €","104,51 m²","4 Zi.4","Online-Besichtigung","Provisionsfrei*","/expose/110242923"
"1609406434-2600","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Charlottenburg, Berlin","230.000 €","59 m²","2 Zi.2","Balkon/Terrasse","Aufzug","/expose/125197389"
"1609406777-3573","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Prenzlauer Berg, Berlin","257.100 €","38 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/118292667"
"1609406769-3548","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Mitte (Ortsteil), Berlin","5.900.000 €","270 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/125454972"
"1609406603-3043","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48","null","Fasanenstraße 59, Wilmersdorf, Berlin","900.000 €","101,23 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/123567355"
"1609406384-2488","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=76","null","Weißensee, Berlin","250.000 €","57,83 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/124495644"
"1609406859-3721","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Katzbachstr. 15, Kreuzberg, Berlin","327.000 €","55 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/124318025"
"1609406769-3543","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Schöneberg, Berlin","710.000 €","96,5 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/125180500"
"1609406528-2835","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Charlottenburg, Berlin","389.000 €","72,54 m²","2 Zi.2","null","null","/expose/113595865"
"1609406482-2697","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Steglitz, Berlin","495.000 €","99,46 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/125496434"
"1609406649-3190","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41","null","Lankwitz, Berlin","249.000 €","53,82 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/125383077"
"1609406851-3701","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15","null","Charlottenburg, Berlin","772.500 €","100 m²","3 Zi.3","Einbauküche","Keller","/expose/125369003"
"1609406673-3258","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Neukölln (Ortsteil), Berlin","248.500 €","70,23 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/113748326"
"1609406596-3025","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Gerichtstraße 41, Wedding, Berlin","143.887 €","37,5 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/123209424"
"1609406325-2301","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85","null","Prinzregentenstrasse 84, Wilmersdorf, Berlin","420.000 €","89,76 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/121562870"
"1609406562-2927","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54","null","Hielscherstr. 1, Wilhelmsruh, Berlin","250.000 €","57,72 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/118110218"
"1609406699-3335","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Fröbelstr 13C, Prenzlauer Berg, Berlin","1.050.000 €","144 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/124605631"
"1609406351-2397","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81","null","Zehlendorf, Berlin","239.000 €","52 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/123545943"
"1609406881-3783","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11","Wohnidyll mit prächtigen Altbauelementen !","Puchanstraße 33, Köpenick, Berlin","360.000 €","90,75 m²","3 Zi.3","Balkon/Terrasse","null","/expose/119007259"
"1609406345-2365","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=82","null","Müggelseedamm 288-298, Friedrichshagen, Berlin","960.000 €","93,77 m²","3 Zi.3","Online-Besichtigung","Provisionsfrei*","/expose/123355137"
"1609406528-2822","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Rheingaustraße 19, Friedenau, Berlin","449.000 €","92,67 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/114102362"
"1609406331-2326","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Lothar-Bucher-Straße 10a, Steglitz, Berlin","299.000 €","70 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/122412890"
"1609406392-2516","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75","null","Zehlendorf, Berlin","149.000 €","33 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/124670336"
"1609406576-2971","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Tauroggener Straße 7, Charlottenburg, Berlin","163.787 €","53,63 m²","1 Zi.1","Online-Besichtigung","null","/expose/120492802"
"1609406643-3166","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42","null","Zehlendorf, Berlin","360.000 €","53 m²","2 Zi.2","null","null","/expose/125223275"
"1609406661-3211","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","NEUWohnen am Plänterwald","Eichbuschallee 9C, Baumschulenweg, Berlin","299.000 - 1.039.000 €","53,00 - 123,00 m²","vsl. Ende 2021","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/verimag-vertriebs-und-marketingges-mbh/wohnen-am-plaenterwald/86973.html"
"1609406549-2894","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Warschauer Straße 10, Friedrichshain, Berlin","611.768,27 €","96,84 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/116206100"
"1609406725-3409","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","null","Stephanstr. 4h, Steglitz, Berlin","379.000 €","89,91 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124970251"
"1609406199-2004","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Schillerstraße 105, Charlottenburg, Berlin","210.000 €","41,5 m²","1,5 Zi.1,5","Provisionsfrei*","Keller","/expose/125010144"
"1609406851-3703","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15","null","Prenzlauer Berg, Berlin","498.000 €","51 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125365721"
"1609406763-3536","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Lichterfelde, Berlin","144.000 €","32 m²","1 Zi.1","null","null","/expose/125165483"
"1609406325-2302","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85","null","Sedanstraße 3, Steglitz, Berlin","449.000 €","99,34 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/121561909"
"1609406738-3449","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28","null","Oberschöneweide, Berlin","899.000 €","133 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/116061083"
"1609406673-3255","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Schlüterstraße 65, Charlottenburg, Berlin","469.000 €","79,5 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/125148333"
"1609406199-2014","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Reinickendorf (Ortsteil), Berlin","259.000 €","64,63 m²","2 Zi.2","Online-Besichtigung","null","/expose/124858744"
"1609406260-2150","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93","null","Schmargendorf, Berlin","331.000 €","84,77 m²","3 Zi.3","Provisionsfrei*","null","/expose/114776151"
"1609406210-2036","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Falkenhagener Feld, Berlin","245.000 €","58 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125173652"
"1609406921-3914","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=5","Investieren Sie in Wohnraum - Gepflegte und vermietete Wohnung in Kreuzkölln","Reuterstraße 37, Neukölln (Ortsteil), Berlin","267.600 €","72,42 m²","3 Zi.3","Provisionsfrei*","Keller","/expose/119409648"
"1609406509-2767","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Lichterfelde, Berlin","1.780.000 €","271,91 m²","8 Zi.8","Balkon/Terrasse","Garten","/expose/124045216"
"1609406377-2479","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77","null","Ofener Straße 3a, Wedding, Berlin","301.000 €","86,39 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/124124895"
"1609406894-3834","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","Provisionsfreie sichere Kapitalanlage: Vermietete 2-Zimmer-Wohnung","Reinickendorf (Ortsteil), Berlin","185.000 €","64,65 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/111659566"
"1609406649-3194","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41","null","Frohnau, Berlin","499.000 €","135 m²","3,5 Zi.3,5","Balkon/Terrasse","Einbauküche","/expose/125375104"
"1609406859-3723","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Steglitz, Berlin","396.550 €","65,12 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125369479"
"1609406756-3516","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25","null","Charlottenburg, Berlin","599.000 €","84 m²","2 Zi.2","null","null","/expose/125095357"
"1609406680-3264","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=37","null","Salzbrunner Straße 40, Schmargendorf, Berlin","144.000 €","27,27 m²","1 Zi.1","Einbauküche","null","/expose/122270281"
"1609406791-3598","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Kopenhagener Straße 24, Prenzlauer Berg, Berlin","735.000 €","119,56 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/123477975"
"1609406791-3584","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Mitte (Ortsteil), Berlin","463.500 €","58,35 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125369127"
"1609406589-3003","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50","null","Christburger Straße 29, Prenzlauer Berg, Berlin","401.420,88 €","104,25 m²","4 Zi.4","Online-Besichtigung","Provisionsfrei*","/expose/122452615"
"1609406522-2805","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60","null","Charlottenburg, Berlin","344.850 €","56,74 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/113277200"
"1609406503-2758","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63","null","Adlershof, Berlin","258.400 €","71 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/122511765"
"1609406631-3134","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=44","null","Althoffstraße 18, Steglitz, Berlin","242.000 €","60 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/124696773"
"1609406763-3521","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Zachertstraße 9, Friedrichsfelde, Berlin","156.584 €","42,32 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/114650916"
"1609406830-3657","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Jahnstraße 82, Britz, Berlin","229.000 €","59,53 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/111364207"
"1609406515-2787","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Schönhauser Straße 18 A, Steglitz, Berlin","329.000 €","74 m²","3 Zi.3","null","null","/expose/111721307"
"1609406294-2249","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88","null","Corinthstraße 28, Friedrichshain, Berlin","349.000 €","77,01 m²","3 Zi.3","Balkon/Terrasse","null","/expose/116795159"
"1609406686-3291","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=36","null","Pannierstraße 20, Neukölln (Ortsteil), Berlin","338.000 €","63 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/124250053"
"1609406699-3331","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Wilhelmsaue 132, Wilmersdorf, Berlin","321.000 €","60,88 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/122452764"
"1609406199-2001","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Frohnau, Berlin","329.000 €","76,58 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/125086580"
"1609406515-2792","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Ossietzkystraße 9, Pankow (Ortsteil), Berlin","799.000 €","178 m²","5 Zi.5","Aufzug","null","/expose/111063113"
"1609406535-2860","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Rheingaustraße 19, Friedenau, Berlin","439.000 €","93,47 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/114124278"
"1609406229-2076","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Moabit, Berlin","1.238.000 €","162,73 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/125345230"
"1609406603-3060","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48","null","Reuchlinstraße 2, Moabit, Berlin","441.384 €","140,7 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/123351560"
"1609406267-2169","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92","null","Prenzlauer Berg, Berlin","895.000 €","134 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/111964255"
"1609406402-2538","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Modersohnstr. 65, Friedrichshain, Berlin","279.000 €","54,85 m²","1,5 Zi.1,5","Online-Besichtigung","Provisionsfrei*","/expose/124860790"
"1609406415-2545","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=73","null","Westend, Berlin","369.000 €","83 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/125084525"
"1609406528-2830","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Müllerstraße 29, Lichterfelde, Berlin","219.000 €","67,08 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/113984611"
"1609406843-3685","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=16","null","Goethestraße 00, Charlottenburg, Berlin","270.000 €","48 m²","1 Zi.1","Provisionsfrei*","Balkon/Terrasse","/expose/124492786"
"1609406725-3404","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","null","Wilmersdorf, Berlin","1.095.000 €","166 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/120097908"
"1609406744-3462","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27","null","Göhrenerstraße 1, Prenzlauer Berg, Berlin","629.000 €","107,47 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/123287478"
"1609406643-3171","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42","null","Wilhelmstadt, Berlin","230.000 €","59 m²","2 Zi.2","Balkon/Terrasse","null","/expose/125222948"
"1609406945-3978","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Ohne Sperrfrist: Vermietete 3-Zimmerwohnung in bester Lage von Berlin-Mitte","Schwartzkopffstr. 3, Mitte (Ortsteil), Berlin","419.000 €","83,29 m²","3 Zi.3","Online-Besichtigung","Einbauküche","/expose/121862298"
"1609406777-3561","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Pasteurstraße 18, Prenzlauer Berg, Berlin","300.820 €","67,6 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/122920419"
"1609406582-2983","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51","null","Sedanstraße 3, Steglitz, Berlin","239.000 €","55 m²","2 Zi.2","Balkon/Terrasse","Garten","/expose/122070418"
"1609406914-3892","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6","CARTE BLANCHE","Schillerstraße 45-46, Charlottenburg, Berlin","249.000 - 1.375.000 €","30,10 - 125,70 m²","nach Vereinbarung","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/dahler-company-berlin-gmbh-co-kg/rueckertstrasse-7/72409.html"
"1609406822-3635","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19","null","Zimmerstraße 14, Wilhelmstadt, Berlin","149.000 €","43,42 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/125051607"
"1609406434-2582","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Grunewald, Berlin","325.000 €","58 m²","2 Zi.2","Einbauküche","Keller","/expose/125293913"
"1609406738-3453","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28","null","Mitte (Ortsteil), Berlin","180.000 €","32,8 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/125140103"
"1609406509-2776","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Lichterfelde, Berlin","365.000 €","63 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/119571592"
"1609406763-3528","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Sprengelstraße 39, Wedding, Berlin","189.000 €","51,8 m²","2 Zi.2","null","null","/expose/121559880"
"1609406945-3967","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","NEUModerne Eigentumswohnung mit Balkon in Berlin-Charlottenburg","Schillerstr. 7, Charlottenburg, Berlin","399.000 €","51,51 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/125192697"
"1609406509-2769","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Corinthstraße 43, Friedrichshain, Berlin","359.000 €","96,61 m²","2 Zi.2","Einbauküche","Keller","/expose/97934305"
"1609406515-2782","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Charlottenburg, Berlin","1.995.000 €","210 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/111916215"
"1609406456-2614","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Spandau (Ortsteil), Berlin","179.000 €","77 m²","3 Zi.3","Online-Besichtigung","Garten","/expose/125333987"
"1609406331-2339","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Reinickendorf (Ortsteil), Berlin","169.000 €","41,82 m²","1 Zi.1","Online-Besichtigung","Einbauküche","/expose/121904513"
"1609406535-2845","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Knesebeckstr. 00, Charlottenburg, Berlin","350.000 €","55 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/114736730"
"1609406470-2651","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68","null","Moabit, Berlin","217.497 €","52,78 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/125359148"
"1609406637-3157","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=43","null","Schustehrusstraße 42, Charlottenburg, Berlin","447.921 €","84,93 m²","2 Zi.2","Balkon/Terrasse","Aufzug","/expose/125052730"
"1609406384-2490","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=76","null","Nürnberger Straße 27,., Charlottenburg, Berlin","389.000 €","72,54 m²","2 Zi.2","Online-Besichtigung","null","/expose/124495352"
"1609406287-2239","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89","null","Lankwitz, Berlin","310.000 €","82 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/116205810"
"1609406281-2209","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Wasserwerkstraße 12, Falkenhagener Feld, Berlin","154.900 €","65 m²","2 Zi.2","Balkon/Terrasse","null","/expose/115201373"
"1609406837-3665","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17","null","Heiligensee, Berlin","398.000 €","89 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124408296"
"1609406338-2354","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83","null","Rummelsburg, Berlin","470.624 €","74 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/122581185"
"1609406260-2159","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93","NEUPotsdamer 72, 10785 Berlin Tiergarten","Tiergarten, Berlin","2.000.000 - 3.500.000 €","230,00 - 350,00 m²","2021","null","null","https://www.immobilienscout24.de/neubau/dcasa-real-estate-gmbh/potsdamer72/62351.html"
"1609406316-2286","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86","null","Tiergarten, Berlin","535.000 €","75 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/119430439"
"1609406274-2194","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91","null","Sigmaringer Straße 17, Wilmersdorf, Berlin","385.000 €","70,05 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/113218461"
"1609406522-2802","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60","null","Nürnberger Straße 27, Charlottenburg, Berlin","579.000 €","112 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/113363052"
"1609406359-2403","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Zähringerstraße 28 a, Wilmersdorf, Berlin","297.500 €","60,3 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123942889"
"1609406331-2337","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Mitte (Ortsteil), Berlin","435.000 €","74 m²","2 Zi.2","Einbauküche","Keller","/expose/122033541"
"1609406503-2741","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63","null","Prenzlauer Berg, Berlin","2.300.000 €","230 m²","5 Zi.5","Provisionsfrei*","Balkon/Terrasse","/expose/123089692"
"1609406509-2780","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Lincolnstr. X, Friedrichsfelde, Berlin","219.000 €","53 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/123318096"
"1609406596-3036","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Knorrpromenade 8..a, Friedrichshain, Berlin","569.000 €","149,48 m²","6 Zi.6","Online-Besichtigung","Balkon/Terrasse","/expose/122881218"
"1609406769-3560","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","Münchener Straße 13","Münchener Straße 13, Schöneberg, Berlin","445.700 - 985.000 €","38,00 - 112,00 m²","Ende 2019","null","null","https://www.immobilienscout24.de/neubau/primus-immobilien-ag/muenchner-str/70826.html"
"1609406843-3698","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=16","null","Reinerzstraße 44, Schmargendorf, Berlin","2.490.000 €","250 m²","6 Zi.6","Online-Besichtigung","Balkon/Terrasse","/expose/121907147"
"1609406705-3346","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33","null","Friedrichsberger Straße 7, Friedrichshain, Berlin","249.000 €","39,08 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/120869562"
"1609406673-3246","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Menckenstr. 10, Steglitz, Berlin","281.000 €","63,91 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/117870226"
"1609406750-3495","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26","null","Rummelsburg, Berlin","318.500 €","62,04 m²","2 Zi.2","null","null","/expose/124554959"
"1609406210-2034","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Pankow (Ortsteil), Berlin","518.000 €","89 m²","3 Zi.3","Balkon/Terrasse","null","/expose/125175346"
"1609406528-2827","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Rheingaustraße 19, Friedenau, Berlin","339.000 €","77,01 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/114083574"
"1609406528-2840","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Schönhauser Straße 18 A, Steglitz, Berlin","389.000 €","83,93 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/113436219"
"1609406631-3140","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=44","null","Charlottenburg, Berlin","896.000 €","143 m²","4 Zi.4","Balkon/Terrasse","Garten","/expose/124560227"
