web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
1609154048-1359,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33,null,"Grunewald, Berlin",559.00 €,114 m²,4 Zi.4,null,null,/expose/124100539
1609153967-1103,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45,null,"Donaustr. 10, Neukölln (Ortsteil), Berlin",1.800.772 €,"504,02 m²",13 Zi.13,Balkon/Terrasse,null,/expose/125150359
1609153796-637,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69,null,"Zepernicker Str. 2, Buch, Berlin",295.00 €,"83,35 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/125249151
1609154135-1640,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19,null,"Behaimstr. 52-54, Weißensee, Berlin",250.00 €,67 m²,2 Zi.2,Einbauküche,Aufzug,/expose/124724594
1609154256-1974,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,"Familienfreundliche 3,5-Zimmer-Altbauwohnung mit Blick auf den Volkspark Friedrichshain","Landsberger Allee 16, Friedrichshain, Berlin",399.00 €,"98,13 m²","3,5 Zi.3,5",Online-Besichtigung,Keller,/expose/124551939
1609154150-1675,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17,null,"Haewererweg 10, Buckow, Berlin",186.76 €,54 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124768985
1609153613-74,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97,null,"Charlottenburg, Berlin",290.00 €,58 m²,2 Zi.2,Online-Besichtigung,Einbauküche,/expose/122058257
1609153869-838,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59,null,"Gesundbrunnen, Berlin",179.30 €,56 m²,2 Zi.2,Keller,null,/expose/124916265
1609153606-60,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98,null,"Bouchéstraße 24, Alt-Treptow, Berlin",250.48 €,"72,1 m²",3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/120596752
1609153993-1192,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41,null,"Fritz-Werner-Str. 28, Mariendorf, Berlin",210.00 €,54 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125032372
1609154092-1498,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26,null,"Schubartstr. 45, Borsigwalde, Berlin",444.50 €,105 m²,3 Zi.3,Online-Besichtigung,Garten,/expose/124913463
1609153830-727,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64,null,"Wilhelmstadt, Berlin",225.00 €,59 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125105692
1609153809-677,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67,null,"Charlottenburg, Berlin",2.550.000 €,230 m²,6 Zi.6,Balkon/Terrasse,Einbauküche,/expose/116918573
1609153946-1046,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48,null,"Müllerstr. 29h, Lichterfelde, Berlin",259.00 €,74 m²,2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/124258726
1609154110-1558,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23,null,"Staaken, Berlin",607.50 €,"93,63 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/124881635
1609153953-1069,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47,null,"Charlottenburg, Berlin",4.000.000 €,180 m²,3 Zi.3,Aufzug,null,/expose/124622769
1609153634-126,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94,null,"Friedrichshain, Berlin",342.90 €,"72,84 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/123569046
1609153689-304,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85,null,"Charlottenburg, Berlin",239.00 €,59 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/87837508
1609153848-762,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62,null,"Storkower Straße 78, Prenzlauer Berg, Berlin",199.00 €,"49,75 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/123939669
1609153890-897,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56,null,"Steglitz, Berlin",309.00 €,57 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125337555
1609153720-402,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80,null,"Neukölln (Ortsteil), Berlin",860.73 €,"331,05 m²",10 Zi.10,Online-Besichtigung,Balkon/Terrasse,/expose/122635436
1609153932-1014,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50,null,"Mitte (Ortsteil), Berlin",485.00 €,64 m²,2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/123038196
1609153875-856,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58,null,"Gesundbrunnen, Berlin",159.00 €,"32,74 m²",1 Zi.1,Balkon/Terrasse,Einbauküche,/expose/125295484
1609153701-349,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83,null,"Ostenderstr. 33, Wedding, Berlin",289.00 €,70 m²,3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/116807208
1609154055-1378,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32,Lankwitzer Hofgärten,"Mühlenstraße 52-54, Lankwitz, Berlin",384.600 - 504.900 €,"64,00 - 107,00 m²",2021,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/bonava-deutschland-gmbh/lankwitzer-hofgaerten/74097.html
1609153732-452,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78,null,"Westend, Berlin",265.63 €,"72,18 m²",3 Zi.3,null,null,/expose/123409671
1609153861-820,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60,null,"Tiergarten, Berlin",599.00 €,78 m²,3 Zi.3,Einbauküche,null,/expose/123050837
1609153590-14,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100,null,"Charlottenburg, Berlin",1.799.000 €,160 m²,4 Zi.4,Balkon/Terrasse,Einbauküche,/expose/118526593
1609153613-73,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97,null,"Sedanstraße 3, Steglitz, Berlin",449.00 €,"99,34 m²",3 Zi.3,Balkon/Terrasse,Keller,/expose/122060490
1609153773-575,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72,null,"Müggelseedamm 174, Friedrichshagen, Berlin",553.34 €,87 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/125242788
1609154142-1645,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18,null,"Erwin-Bock-Str. 1, Köpenick, Berlin",89.00 €,"36,5 m²","1,5 Zi.1,5",Balkon/Terrasse,Keller,/expose/121557484
1609153738-473,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77,null,"Prenzlauer Berg, Berlin",359.00 €,"73,78 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/123738629
1609154029-1290,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=36,SCHILLLING,"Schillingstraße 0, Mitte (Ortsteil), Berlin",380.000 - 465.000 €,"51,00 - 59,00 m²",vsl. 4.Q 2021,null,null,https://www.immobilienscout24.de/neubau/euv-projekte-berlin-gmbh/schillling/86745.html
1609154209-1825,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9,"NEU**Mittendrin im Simon-Dach-Kietz** - Sehr schöne, gepflegte Altbauwohnung mit attraktiver Aufteilung","Friedrichshain, Berlin",453.00 €,78 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124847820
1609153707-375,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=82,null,"Wilmersdorf, Berlin",6.200.000 €,320 m²,9 Zi.9,Online-Besichtigung,Balkon/Terrasse,/expose/119807966
1609153839-741,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63,null,"Mariendorf, Berlin",139.00 €,50 m²,1 Zi.1,Online-Besichtigung,Balkon/Terrasse,/expose/116049330
1609154236-1908,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=5,Vielversprechendes Investment in Pankow: 2-Zimmer-Altbauwohnungen in Berlin-Pankow,"Binzstraße 20, Pankow (Ortsteil), Berlin",402.30 €,"68,41 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/113998425
1609153953-1061,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47,null,"Wedding, Berlin",159.00 €,39 m²,1 Zi.1,Balkon/Terrasse,Keller,/expose/124793721
1609154171-1737,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14,null,"Charlottenburg, Berlin",712.50 €,75 m²,2 Zi.2,Provisionsfrei*,Einbauküche,/expose/124589920
1609154055-1373,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32,null,"Prenzlauer Berg, Berlin",1.350.000 €,"159,8 m²",3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/119753695
1609153803-642,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68,null,"Tiergarten, Berlin",499.00 €,66 m²,2 Zi.2,Einbauküche,Garten,/expose/115590625
1609154013-1252,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Sedanstraße 3, Steglitz, Berlin",319.00 €,"63,14 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/123567026
1609154042-1326,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34,null,"Corinthstraße 53, Friedrichshain, Berlin",204.00 €,40 m²,1 Zi.1,Online-Besichtigung,Balkon/Terrasse,/expose/125033659
1609153689-305,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85,null,"Charlottenburg-Nord, Berlin",349.00 €,81 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/122053363
1609153613-79,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97,null,"Knesebeckstraße, xx, Charlottenburg, Berlin",380.00 €,55 m²,2 Zi.2,Keller,Aufzug,/expose/121844411
1609154129-1619,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20,null,"Osloer Str. 110, Gesundbrunnen, Berlin",169.50 €,"42,91 m²",1 Zi.1,Provisionsfrei*,Aufzug,/expose/112553652
1609153714-382,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Sedanstraße 3, Steglitz, Berlin",333.00 €,92 m²,3 Zi.3,Provisionsfrei*,Garten,/expose/122281040
1609153869-825,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59,null,"Wilmersdorf, Berlin","1,000.00 €","185,6 m²",5 Zi.5,Balkon/Terrasse,Keller,/expose/125130215
1609153897-910,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Kniephofstraße 52, Steglitz, Berlin",469.00 €,"87,69 m²","3,5 Zi.3,5",Online-Besichtigung,null,/expose/114291296
1609153752-510,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75,null,"Leonorenstraße 67, Lankwitz, Berlin",244.90 €,50 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124540960
1609154042-1333,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34,null,"Hundekehlestraße 33, Schmargendorf, Berlin",875.00 €,135 m²,5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/124823438
1609154029-1281,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=36,null,"Neues Ufer 10, Moabit, Berlin",279.10 €,"73,38 m²",2 Zi.2,Balkon/Terrasse,null,/expose/114416258
1609154216-1856,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8,"ca. 2,30 % Rendite - Teileigentum Nähe Boxhagener Platz","Mainzer Straße 21, Friedrichshain, Berlin",739.00 €,"160,11 m²",6 Zi.6,null,null,/expose/124732466
1609153714-391,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Stephanstraße 33, Steglitz, Berlin",319.00 €,67 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/121643767
1609153981-1160,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=43,null,"Kreuzberg, Berlin",429.00 €,61 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/125319051
1609153726-436,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79,null,"Billy-Wilder-Promenade 45, Lichterfelde, Berlin",414.22 €,"83,68 m²",2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/122979397
1609153830-734,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64,null,"Pankow (Ortsteil), Berlin",1.505.000 €,"602,03 m²",20 Zi.20,null,null,/expose/124928263
1609153897-904,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Charlottenburg, Berlin",479.00 €,77 m²,"2,5 Zi.2,5",Online-Besichtigung,Keller,/expose/114883123
1609154249-1942,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3,Top-Kapitalanlage in Lichtenberg: Kompaktes 1-Zimmer-Studio mit Balkon in grüner und zentraler Lage,"Am Tierpark 25, 27, Friedrichsfelde, Berlin",220.00 €,"36,26 m²",1 Zi.1,Provisionsfrei*,Balkon/Terrasse,/expose/124146135
1609154194-1788,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,NEULYTZ,"Tiergarten, Berlin",219.000 - 1.505.000 €,"40,00 - 236,00 m²",auf Anfrage,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/best-place-immobilien-gmbh-co-kg/luetzowstrasse-37/87782.html
1609153695-330,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84,null,"Wittenau, Berlin",218.00 €,"63,45 m²","2,5 Zi.2,5",Balkon/Terrasse,Keller,/expose/112590863
1609154029-1284,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=36,null,"Biesdorf, Berlin",298.50 €,100 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/124831929
1609153701-347,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83,null,"Trützschlerstraße 27, Johannisthal, Berlin",226.20 €,"60,5 m²",2 Zi.2,Keller,null,/expose/116922531
1609154013-1254,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Alt Moabit 73/73a, Moabit, Berlin",319.00 €,64 m²,2 Zi.2,Online-Besichtigung,null,/expose/118282551
1609153745-498,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=76,null,"Hohenzollerndamm 172, Wilmersdorf, Berlin",199.00 €,40 m²,1 Zi.1,Balkon/Terrasse,Keller,/expose/123806011
1609154129-1618,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20,null,"Osloer Str. 110, Gesundbrunnen, Berlin",360.60 €,"102,22 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/112553621
1609154150-1670,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17,null,"Sonnenburger str 56, Prenzlauer Berg, Berlin",695.00 €,"104,5 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/125295906
1609153646-179,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92,null,"Niederschönhausen, Berlin",400.00 €,94 m²,4 Zi.4,Balkon/Terrasse,Einbauküche,/expose/124150632
1609154117-1575,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22,null,"Letteallee 6, Reinickendorf (Ortsteil), Berlin",319.00 €,100 m²,4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/124280379
1609153590-11,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100,null,"Steglitz, Berlin",470.00 €,"120,63 m²",4 Zi.4,Balkon/Terrasse,Keller,/expose/118877701
1609153824-703,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65,null,"Niederschönhausen, Berlin",310.50 €,69 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/124389922
1609154150-1679,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17,null,"Friedrichshain, Berlin",340.00 €,"58,4 m²",2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125401764
1609153726-423,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79,null,"Friedrichshain, Berlin",349.50 €,64 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/123204398
1609153752-503,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75,null,"Stephanstr. 50#b, Moabit, Berlin",99.00 €,"26,58 m²",1 Zi.1,Online-Besichtigung,null,/expose/124552784
1609154163-1719,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15,null,"Nikolassee, Berlin",340.00 €,65 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125093484
1609154055-1364,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32,null,"Beuthstraße 3, Mitte (Ortsteil), Berlin",1.520.000 €,"112,36 m²",4 Zi.4,Online-Besichtigung,Einbauküche,/expose/124821629
1609154021-1262,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=37,fiftysix,"Lietzenburger Straße 56, Charlottenburg, Berlin",415.500 - 981.000 €,"38,00 - 72,00 m²",Q3 2021,null,null,https://www.immobilienscout24.de/neubau/berneking-immobilien/lietzenburger-str-56/72944.html
1609153839-750,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63,null,"Bradenburgischestrasse 26, Wilmersdorf, Berlin",167.00 €,"33,57 m²",1 Zi.1,Online-Besichtigung,Einbauküche,/expose/125271664
1609154080-1444,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28,null,"Ofener Straße 3a, Wedding, Berlin",342.00 €,"75,63 m²","2,5 Zi.2,5",Provisionsfrei*,Keller,/expose/123946013
1609154042-1325,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34,null,"Kornmesserstraße 7, Lichterfelde, Berlin",139.00 €,45 m²,1 Zi.1,Provisionsfrei*,Balkon/Terrasse,/expose/125224493
1609153677-267,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87,null,"Borussiastr. 76_n, Tempelhof, Berlin",309.00 €,"122,07 m²",4 Zi.4,Online-Besichtigung,Balkon/Terrasse,/expose/125231017
1609153796-633,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69,null,"Tempelhof, Berlin",332.50 €,"72,6 m²",3 Zi.3,Balkon/Terrasse,Keller,/expose/124914240
1609154156-1684,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=16,null,"Motzstr. 28, Schöneberg, Berlin",715.80 €,"121,24 m²",4 Zi.4,Balkon/Terrasse,Keller,/expose/124181185
1609154013-1259,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Friedenau, Berlin",550.00 €,108 m²,4 Zi.4,Einbauküche,Keller,/expose/123096179
1609153613-70,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97,null,"Colbestraße 21, Friedrichshain, Berlin","320.789,09 €","77,9 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/122110789
1609154000-1217,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40,null,"Mitte (Ortsteil), Berlin",180.00 €,"32,8 m²",1 Zi.1,Balkon/Terrasse,Einbauküche,/expose/125140103
1609153620-87,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96,null,"Gubener Straße 37, Friedrichshain, Berlin","955.762,60 €","118,31 m²",4 Zi.4,Online-Besichtigung,Garten,/expose/122692272
1609154117-1563,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22,null,"Prenzlauer Berg, Berlin",6.950.000 €,350 m²,6 Zi.6,Online-Besichtigung,Provisionsfrei*,/expose/123016039
1609154092-1496,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26,null,"Charlottenburg, Berlin",570.00 €,84 m²,2 Zi.2,Keller,null,/expose/122826263
1609154036-1307,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35,null,"Neukölln (Ortsteil), Berlin",326.20 €,"62,68 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/122820631
1609153714-390,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Stephanstraße 33, Steglitz, Berlin",429.00 €,94 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/121645225
1609154201-1806,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,"NEUMe, myself and I","Habersaathstraße 39, Mitte (Ortsteil), Berlin",335.00 €,60 m²,2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/125339096
1609154150-1664,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17,null,"Charlottenburg, Berlin",245.00 €,30 m²,1 Zi.1,Online-Besichtigung,Balkon/Terrasse,/expose/124648553
1609154142-1657,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18,null,"Stephanstraße 33, Steglitz, Berlin",469.00 €,"95,82 m²",3 Zi.3,Balkon/Terrasse,null,/expose/123914771
1609154123-1594,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Erasmusstraße 1, Moabit, Berlin",256.70 €,"68,41 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/119987759
1609154256-1965,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,"Gepflegter Altbau mit Dielen, Stuck & Balkon nahe Volkspark Friedrichshain","Ebertystraße 54, Friedrichshain, Berlin",352.90 €,"76,25 m²",2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/110239394
1609154123-1585,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Thorwaldsenstr. 22a, Steglitz, Berlin",246.80 €,"51,84 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/113686828
1609154236-1917,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=5,Ertsbezug - 2 Zimmer Neubauwohnung im Luisenpark in Mitte - auch als Anlageimmobilie geeignet,"Kreuzberg, Berlin",539.00 €,"65,8 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/123819871
1609153993-1197,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41,null,"Schöneberg, Berlin",398.00 €,"81,5 m²",3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/124915269
1609153689-301,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85,null,"Wilmersdorf, Berlin",279.00 €,68 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/106541082
1609153758-533,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74,null,"Schöneberg, Berlin",299.00 €,70 m²,2 Zi.2,Keller,null,/expose/124732844
1609153987-1175,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42,null,"Tempelhof, Berlin",299.00 €,59 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/125455697
1609154104-1540,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24,null,"Schlüterstraße 65, Charlottenburg, Berlin",469.00 €,"79,5 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/125148333
1609153765-547,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=73,null,"Moabit, Berlin",189.00 €,38 m²,2 Zi.2,Einbauküche,Keller,/expose/125089736
1609153738-464,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77,null,"Menzelstrasse 20, Grunewald, Berlin",4.200.000 €,281 m²,7 Zi.7,Balkon/Terrasse,Einbauküche,/expose/123795094
1609154123-1598,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Kiefholzstraße 5, Alt-Treptow, Berlin",509.00 €,"112,08 m²",4 Zi.4,Provisionsfrei*,Keller,/expose/123943398
1609153855-783,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61,null,"Kreuzberg, Berlin",498.00 €,75 m²,3 Zi.3,Einbauküche,Keller,/expose/122858665
1609153925-993,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51,null,"Stresemannstraße 34, Kreuzberg, Berlin",290.00 €,56 m²,2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/122496057
1609153883-866,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57,null,"Fahrenheitstraße 0, Lichterfelde, Berlin",220.00 €,"54,06 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/125122418
1609153839-756,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63,null,"Kreuzberg, Berlin",799.00 €,130 m²,4 Zi.4,Balkon/Terrasse,Keller,/expose/125265817
1609153897-914,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Moabit, Berlin",510.48 €,122 m²,4 Zi.4,Balkon/Terrasse,null,/expose/113769197
