web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
1609154209-1834,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9,Lift direkt in die Wohnung!Lux. 5-Zimmer-Altbau-Wohnung mit 2 Balkonen in der Rochstraße in Mitte!,"Rochstraße 5, Mitte (Ortsteil), Berlin","3.095.967,49 €","270,7 m²",5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/123805485
1609153590-13,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100,null,"Steglitz, Berlin",219.00 €,"52,67 m²",2 Zi.2,Keller,null,/expose/118877144
1609154209-1823,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9,NEU+++ FREIE 2 ZIMMERWOHNUNG AN DER PANKE+++,"Ravenestr. 7, Gesundbrunnen, Berlin",309.90 €,72 m²,2 Zi.2,Online-Besichtigung,null,/expose/124850831
1609154007-1238,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=39,null,"Spandauer Damm 54, Charlottenburg, Berlin",699.00 €,"130,38 m²",4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/124797673
1609154013-1246,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Westend, Berlin",775.80 €,"80,33 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/124981371
1609154194-1789,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,NEUFRITZ,"Fritz-Kirsch-Zeile 18, Oberschöneweide, Berlin",205.000 - 620.000 €,"39,00 - 114,00 m²",1. Quartal 2023,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/fritz/96335.html
1609153830-724,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64,null,"Moabit, Berlin",325.00 €,58 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/125105870
1609153620-96,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96,null,"Fregestraße 36, Steglitz, Berlin",382.30 €,"59,05 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/122411860
1609154042-1336,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34,null,"Prenzlauer Berg, Berlin",742.00 €,"87,3 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/123684179
1609154129-1614,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20,null,"Bergengruenstraße 25, Zehlendorf, Berlin",201.60 €,"35,45 m²",1 Zi.1,Provisionsfrei*,null,/expose/115650486
1609154256-1975,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,Barrierefreie 2-Zimmer-Wohnung mit sonnigem Südwestbalkon,"Rosenthaler Weg 50,54, Französisch Buchholz, Berlin",253.00 €,"48,71 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/112035109
1609153732-459,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78,null,"Westend, Berlin",248.55 €,86 m²,3 Zi.3,null,null,/expose/123403005
1609154256-1971,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,"Top-Lage Graefekiez: helle, vermietete Altbauwohnung ohne Vorkaufsrecht  - Kaufpreis 3.672 EUR/m²","Graefestr. 2, Kreuzberg, Berlin",176.25 €,48 m²,2 Zi.2,Online-Besichtigung,null,/expose/112253810
1609153848-774,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62,null,"Grunewald, Berlin",899.00 €,148 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/124345237
1609154194-1793,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,NEUOstpreußendamm,"Ostpreußendamm 78, Lichterfelde, Berlin",358.000 - 455.000 €,"59,00 - 80,00 m²",2. Quartal 2021,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/ostpreussendamm/96214.html
1609153677-279,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87,null,"Friedrichshain, Berlin",439.00 €,78 m²,3 Zi.3,Balkon/Terrasse,null,/expose/125223224
1609154216-1845,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8,Bürgerstr. 53,"Bürgerstr. 53, Britz, Berlin",369.990 - 932.900 €,"68,00 - 148,00 m²",spätestens 08/2023,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/wvm-berlin-immobilien-projektentwicklung-gmbh/buergerstr-53/93681.html
1609153932-1006,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50,null,"Feilner Strasse 12, Kreuzberg, Berlin",389.00 €,60 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/123385497
1609153993-1187,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41,null,"Pariser Straße 23, Wilmersdorf, Berlin",795.00 €,78 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/125310883
1609154242-1931,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4,Provisionsfreier Erstbezug im Immergrün mit Südwest-Loggia,"Talstr. 5, Pankow (Ortsteil), Berlin",359.50 €,"61,52 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/118827089
1609154036-1306,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35,null,"Neukölln (Ortsteil), Berlin",175.00 €,"34,59 m²",1 Zi.1,Online-Besichtigung,Garten,/expose/122821547
1609154117-1565,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22,null,"Mitte (Ortsteil), Berlin",1.130.000 €,119 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/125009844
1609153904-935,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54,null,"Wilmersdorf, Berlin",979.00 €,"159,26 m²",5 Zi.5,Online-Besichtigung,Keller,/expose/117078254
1609153665-226,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Westendallee 84, Westend, Berlin",265.00 €,72 m²,3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/125064679
1609153683-294,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86,null,"Steglitz, Berlin",229.00 €,45 m²,1 Zi.1,Balkon/Terrasse,Einbauküche,/expose/125032375
1609153939-1024,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49,null,"Charlottenburg, Berlin",261.00 €,45 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/124056611
1609154216-1843,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8,NUR BEI UNS: GEWERBE ODER WOHNEN MIT DIREKTEM ZUGANG ZUM SEHR GROSSEN CA. 30 QM KELLER,"Wedding, Berlin",365.00 €,83 m²,3 Zi.3,Online-Besichtigung,Einbauküche,/expose/121846316
1609153788-607,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70,Living Spree,"An der Wuhlheide 216, Oberschöneweide, Berlin",699.900 - 784.900 €,"120,00 - 132,00 m²",2020,null,null,https://www.immobilienscout24.de/neubau/bewocon-berliner-wohnbau-consuloet-gmbh/living-spree/90366.html
1609153953-1067,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47,null,"Hellersdorf, Berlin",249.00 €,150 m²,6 Zi.6,Provisionsfrei*,null,/expose/124629578
1609153665-239,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Jablonskistr. 24, Prenzlauer Berg, Berlin",179.00 €,32 m²,1 Zi.1,Einbauküche,Keller,/expose/124880241
1609153773-576,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72,null,"Eilertstraße 1a, Zehlendorf, Berlin",229.00 €,"59,98 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/125095412
1609154055-1366,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32,null,"Berlichingenstraße 14, Moabit, Berlin",213.39 €,"46,39 m²",1 Zi.1,Online-Besichtigung,Provisionsfrei*,/expose/112069729
1609154156-1700,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=16,null,"Grunewald, Berlin",925.00 €,96 m²,2 Zi.2,Online-Besichtigung,Einbauküche,/expose/116852959
1609153861-802,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60,null,"Schleiermacherstr 12, Kreuzberg, Berlin",205.00 €,40 m²,1 Zi.1,Einbauküche,Keller,/expose/124406707
1609153861-804,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=60,null,"Mitte (Ortsteil), Berlin",255.00 €,66 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/124322104
1609154229-1889,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6,Designer-Wohnung mit hochwertiger Ausstattung inkl. EBK und Balkon in Berlin-Mitte,"Inselstr. 10, Mitte (Ortsteil), Berlin",799.00 €,"106,2 m²",3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/124274718
1609154194-1781,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,Prachtvolle Altbauwohnung im begehrten skandinavischen Viertel,"Prenzlauer Berg, Berlin",635.00 €,82 m²,3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/123038206
1609153946-1052,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48,null,"Wichertstraße 43, Prenzlauer Berg, Berlin",301.00 €,"52,74 m²",2 Zi.2,Provisionsfrei*,null,/expose/124074038
1609153683-287,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86,NEUWohnen am Plänterwald,"Eichbuschallee 9C, Baumschulenweg, Berlin",299.000 - 1.039.000 €,"53,00 - 123,00 m²",vsl. Ende 2021,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/verimag-vertriebs-und-marketingges-mbh/wohnen-am-plaenterwald/86973.html
1609153967-1101,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45,null,"Hermannstr. 232, Neukölln (Ortsteil), Berlin",1.347.083 €,"370,05 m²",2 Zi.2,Keller,null,/expose/125150534
1609153910-949,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53,null,"Althoffstraße 3, Steglitz, Berlin",469.00 €,99 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/119911302
1609153788-605,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70,null,"Pestalozzistr. 72, Charlottenburg, Berlin",555.00 €,"76,5 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/120261022
1609154080-1442,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28,null,"Kaiserin-Augusta-Allee 49, Charlottenburg, Berlin",261.00 €,"47,36 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/123947887
1609154201-1820,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,Provisionsfrei für den Käufer: Traumhafte DG-Wohnung mit unverbaubarem Weitblick,"Wilmersdorf, Berlin",538.00 €,97 m²,2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/122545585
1609154061-1388,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31,null,"Pfalzburger Straße 33, Wilmersdorf, Berlin",1.129.128 €,"144,76 m²",5 Zi.5,Online-Besichtigung,Provisionsfrei*,/expose/121958436
1609153659-219,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90,null,"Pettenkoferstraße 2b, Friedrichshain, Berlin",500.00 €,"118,75 m²",4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/124531848
1609153590-15,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100,null,"Pohlestr. 7, Köpenick, Berlin",390.00 €,"112,39 m²",4 Zi.4,Einbauküche,null,/expose/118518540
1609153925-988,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51,null,"Charlottenburg, Berlin",490.00 €,84 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/122538454
1609153960-1100,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46,null,"Wedding, Berlin",159.00 €,39 m²,1 Zi.1,Balkon/Terrasse,Keller,/expose/124793762
1609154187-1762,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12,NEUCosyyard,"Greifswalder Straße 30, Prenzlauer Berg, Berlin",318.000 - 1.494.000 €,"32,00 - 109,00 m²",2022,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/cosyyard/96312.html
1609153974-1134,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=44,null,"Friedrichshain, Berlin",299.00 €,"59,01 m²",3 Zi.3,Garten,Keller,/expose/125153769
1609154013-1251,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Friedrichshain, Berlin",470.00 €,"101,61 m²",3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/123685485
1609154229-1900,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6,BILLY WILDER LIVING,"Billy-Wilder-Promenade 20, Lichterfelde, Berlin",290.000 - 975.000 €,"42,00 - 117,00 m²",Winter 2022,null,null,https://www.immobilienscout24.de/neubau/project-immobilien-wohnen-gmbh/billy-wilder-living/84508.html
1609153606-49,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98,null,"Lenaustraße 23, Neukölln (Ortsteil), Berlin",191.33 €,"43,98 m²",1 Zi.1,Online-Besichtigung,Balkon/Terrasse,/expose/121047334
1609154092-1495,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26,null,"Charlottenburg, Berlin",1.580.000 €,"181,15 m²",5 Zi.5,Provisionsfrei*,Balkon/Terrasse,/expose/125092573
1609153890-888,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56,null,"Tiergarten, Berlin",979.00 €,142 m²,2 Zi.2,Online-Besichtigung,Einbauküche,/expose/105101206
1609153953-1072,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47,null,"Stephanstraße 52, Moabit, Berlin",535.00 €,125 m²,4 Zi.4,Online-Besichtigung,Einbauküche,/expose/124618458
1609153634-122,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94,null,"Althoffstraße 3, Steglitz, Berlin",299.00 €,58 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/123574185
1609153925-983,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51,null,"Spandau (Ortsteil), Berlin",175.00 €,54 m²,2 Zi.2,Provisionsfrei*,Garten,/expose/122697263
1609153932-1017,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50,null,"Charlottenburg, Berlin",1.800.000 €,160 m²,4 Zi.4,Online-Besichtigung,Balkon/Terrasse,/expose/123038184
1609154067-1416,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30,null,"Schöneberg, Berlin",350.00 €,48 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/124725907
1609153659-210,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90,null,"Althoffstraße 18, Steglitz, Berlin",307.00 €,"71,98 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/124696709
1609154163-1717,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15,null,"Friedrichshain, Berlin",199.00 €,54 m²,2 Zi.2,Keller,Aufzug,/expose/107227296
1609154242-1936,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4,NeuHouse *** BEREITS ÜBER 98% VERGEBEN,"Enckestraße 4, Kreuzberg, Berlin",494.135 - 1.535.000 €,"64,00 - 149,00 m²",Apr-20,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/david-borck-immobiliengesellschaft-mbh/neuhouse/58836.html
1609154163-1707,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=15,null,"Pettenkofer Str. 7, Friedrichshain, Berlin",185.00 €,35 m²,1 Zi.1,Online-Besichtigung,Provisionsfrei*,/expose/124189602
1609153640-158,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93,null,"Tempelhof, Berlin",515.00 €,"85,22 m²","3,5 Zi.3,5",Balkon/Terrasse,Einbauküche,/expose/123768441
1609153714-396,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Grunewald, Berlin",2.950.000 €,412 m²,10 Zi.10,Online-Besichtigung,Balkon/Terrasse,/expose/121377137
1609153897-912,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Schöneberg, Berlin",669.00 €,"145,82 m²","4,5 Zi.4,5",Balkon/Terrasse,null,/expose/113925965
1609153939-1023,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49,null,"Pankow (Ortsteil), Berlin",950.00 €,138 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/124057023
1609154104-1529,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24,null,"Kavalierstraße 7, Pankow (Ortsteil), Berlin",449.00 €,"84,92 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/119421859
1609154074-1428,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=29,null,"Spandauer Damm 173, Westend, Berlin",600.00 €,"108,93 m²",4 Zi.4,Online-Besichtigung,Provisionsfrei*,/expose/125037689
1609153665-221,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Schustehrusstraße 44, Charlottenburg, Berlin",262.71 €,"51,4 m²",2 Zi.2,Aufzug,null,/expose/125068989
1609154194-1796,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,NEU3 Höfe,"Lützowstraße 107, Tiergarten, Berlin",301.900 - 1.111.800 €,"34,00 - 122,00 m²",1. Quartal 2022,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/3-hoefe/96207.html
1609154135-1630,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19,null,"Haewererweg 12, Buckow, Berlin",175.80 €,59 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124931668
1609153620-89,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96,null,"Trützschlerstraße 26, Johannisthal, Berlin",247.70 €,"55,35 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/122600151
1609153855-785,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61,null,"Moabit, Berlin",799.00 €,121 m²,3 Zi.3,Balkon/Terrasse,Keller,/expose/122327483
1609154080-1450,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28,null,"Prenzlauer Berg, Berlin",813.00 €,95 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125368799
1609154142-1644,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18,null,"Rubensstraße 23, Schöneberg, Berlin",299.00 €,69 m²,"2,5 Zi.2,5",Keller,null,/expose/124687651
1609154104-1537,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24,null,"Zehlendorf, Berlin",365.00 €,"74,96 m²","3,5 Zi.3,5",Online-Besichtigung,Balkon/Terrasse,/expose/124072493
1609153714-386,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Trützschlerstr. 3, Johannisthal, Berlin",299.50 €,"94,64 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/121880245
1609154086-1474,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27,null,"Steglitz, Berlin",396.55 €,"65,12 m²",2 Zi.2,Balkon/Terrasse,Keller,/expose/125369479
1609154080-1443,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28,null,"Mierendorffplatz 18, Charlottenburg, Berlin",307.00 €,"62,7 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/123947771
1609153897-907,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Kreuzberg, Berlin",680.00 €,110 m²,3 Zi.3,null,null,/expose/114687043
1609153809-680,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67,null,"Tiergarten, Berlin",549.00 €,65 m²,2 Zi.2,Aufzug,null,/expose/116226073
1609153869-829,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59,null,"Mitte (Ortsteil), Berlin",485.00 €,62 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/125126396
1609153897-913,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55,null,"Kreuzberg, Berlin",466.55 €,"114,04 m²",4 Zi.4,Online-Besichtigung,Balkon/Terrasse,/expose/113900378
1609154098-1505,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25,null,"Gesundbrunnen, Berlin",254.00 €,"54,79 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/124830726
1609154171-1736,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14,Schöneberger Höfe,"Tempelhofer Weg 13-24, Schöneberg, Berlin",416.900 - 555.900 €,"74,00 - 92,00 m²",2021,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/bonava-deutschland-gmbh/schoeneberger-hoefe/72867.html
1609154222-1865,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7,PANDION MIDTOWN,"Pufendorferstr. 5, Friedrichshain, Berlin",232.900 - 991.900 €,"30,00 - 122,00 m²",2022,null,null,https://www.immobilienscout24.de/neubau/pandion-vertriebsgesellschaft-mbh/pandion-midtown/85743.html
1609154048-1347,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33,null,"Charlottenburg, Berlin",327.49 €,74 m²,"2,5 Zi.2,5",Balkon/Terrasse,Aufzug,/expose/120720932
1609154086-1463,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27,null,"Staaken, Berlin",583.50 €,"89,87 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/124881633
1609154098-1504,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25,null,"Schmargendorf, Berlin",497.00 €,"79,65 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/115603131
1609153890-881,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56,null,"Friedenau, Berlin",469.00 €,79 m²,2 Zi.2,Balkon/Terrasse,null,/expose/112392753
1609153695-336,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84,null,"Friedrichsfelde, Berlin",245.00 €,65 m²,2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/109637637
1609153855-800,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61,null,"Charlottenburg, Berlin",235.00 €,56 m²,2 Zi.2,Balkon/Terrasse,Keller,/expose/89621616
1609153932-1007,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50,null,"Schöneberg, Berlin",459.00 €,"101,06 m²",3 Zi.3,Provisionsfrei*,null,/expose/123319103
1609153628-107,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95,null,"Reuchlinstraße 2, Moabit, Berlin",441.38 €,"140,7 m²",5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/123351560
1609154142-1658,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18,null,"Nürnberger Straße 27, Charlottenburg, Berlin",389.00 €,"72,54 m²","2,5 Zi.2,5",null,null,/expose/116794538
1609154201-1812,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,ACHTERDECK - provisionsfreier Neubau in Köpenick an der Dahme,"Wendenschloßstraße 330/332, Köpenick, Berlin",369.75 €,"76,9 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/123147388
1609153613-67,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97,null,"Grunewald, Berlin",698.00 €,105 m²,2 Zi.2,Balkon/Terrasse,Gäste-WC,/expose/122118192
1609153779-597,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71,null,"Grimbartsteig 65, Heiligensee, Berlin",369.00 €,87 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/125251753
1609153993-1181,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41,null,"Wilmersdorf, Berlin",999.00 €,"186,5 m²",5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/99211907
1609154067-1410,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30,null,"Douglasstraße 24, Grunewald, Berlin","1.546.817,95 €","164,23 m²",4 Zi.4,Online-Besichtigung,Balkon/Terrasse,/expose/116987870
1609154256-1978,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,Loftig geschnittene 3-Zimmer Wohnung mit Terrasse,"Billy-Wilder-Promenade 20, Lichterfelde, Berlin",495.00 €,"96,41 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/122748516
1609153665-224,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Schustehrusstraße  44, Charlottenburg, Berlin",645.12 €,"114,08 m²",4 Zi.4,Balkon/Terrasse,Aufzug,/expose/125066965
1609154055-1370,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32,null,"Lehrter Straße 24 B, Moabit, Berlin",266.79 €,"29,19 m²",2 Zi.2,Einbauküche,Keller,/expose/124973983
